,Age,Bats/Throws,Height/Weight,Birthdate,Name,POS,pid
812,Age: 42,Bats/Throws: R/R,"6' 0"" / 205","12/13/1976 (42 y, 5 m, 8 d)",Josh Fogg,P,989.0
813,Age: 48,Bats/Throws: L/L,"5' 10"" / 205","1/20/1971 (48 y, 4 m, 1 d)",Brian Giles,OF,990.0
814,Age: 41,Bats/Throws: R/R,"5' 9"" / 165","9/10/1977 (41 y, 8 m, 11 d)",Chad Hermansen,OF,991.0
815,Age: 39,Bats/Throws: R/R,"6' 0"" / 210","11/11/1979 (39 y, 6 m, 10 d)",J.R. House,C,992.0
816,Age: 44,Bats/Throws: R/R,"6' 0"" / 192","6/26/1974 (44 y, 10 m, 25 d)",Jason Kendall,C,993.0
817,Age: 48,Bats/Throws: R/R,"6' 2"" / 225","3/29/1971 (48 y, 1 m, 22 d)",Sean Lowe,P,994.0
818,Age: 42,Bats/Throws: L/R,"5' 11"" / 181","6/20/1976 (42 y, 11 m, 1 d)",Rob Mackowiak,OF,995.0
819,Age: 51,Bats/Throws: R/R,"6' 0"" / 200","10/16/1967 (51 y, 7 m, 5 d)",Josias Manzanillo,P,996.0
820,Age: 43,Bats/Throws: R/R,"6' 3"" / 240","11/21/1975 (43 y, 6 m)",Brian Meadows,P,998.0
821,Age: 32,Bats/Throws: L/L,"6' 3"" / 195","2/28/1987 (32 y, 2 m, 23 d)",Aaron Thompson,P,999.0
822,Age: 50,Bats/Throws: R/R,"6' 0"" / 200","10/22/1968 (50 y, 6 m, 29 d)",Keith Osik,C,1001.0
823,Age: 40,Bats/Throws: R/R,"6' 1"" / 205","6/25/1978 (40 y, 10 m, 26 d)",Aramis Ramirez,3B,1002.0
824,Age: 42,Bats/Throws: L/L,"5' 11"" / 175","3/10/1977 (42 y, 2 m, 11 d)",Tike Redman,OF,1003.0
825,Age: 45,Bats/Throws: R/R,"5' 11"" / 190","6/10/1973 (45 y, 11 m, 11 d)",Pokey Reese,2B/SS,1004.0
826,Age: 49,Bats/Throws: R/R,"6' 1"" / 230","4/10/1970 (49 y, 1 m, 11 d)",Al Reyes,P,1005.0
827,Age: 47,Bats/Throws: L/L,"5' 9"" / 185","9/13/1971 (47 y, 8 m, 8 d)",Armando Rios,OF,1006.0
828,Age: 47,Bats/Throws: R/L,"6' 3"" / 200","11/9/1971 (47 y, 6 m, 12 d)",Scott Sauerbeck,P,1007.0
829,Age: 48,Bats/Throws: R/L,"6' 3"" / 225","1/28/1971 (48 y, 3 m, 23 d)",Kevin Tolar,P,1009.0
830,Age: 49,Bats/Throws: L/L,"6' 3"" / 245","1/16/1970 (49 y, 4 m, 5 d)",Ron Villone,P,1010.0
831,Age: 41,Bats/Throws: R/R,"6' 3"" / 215","7/22/1977 (41 y, 9 m, 29 d)",Ryan Vogelsong,P,1011.0
832,Age: 42,Bats/Throws: R/R,"6' 3"" / 205","4/21/1977 (42 y, 1 m)",Kip Wells,P,1012.0
833,Age: 40,Bats/Throws: L/L,"6' 3"" / 214","3/12/1979 (40 y, 2 m, 9 d)",Dave Williams,P,1013.0
834,Age: 50,Bats/Throws: R/R,"6' 2"" / 204","7/29/1968 (50 y, 9 m, 22 d)",Mike Williams,P,1014.0
835,Age: 42,Bats/Throws: R/R,"6' 2"" / 225","11/30/1976 (42 y, 5 m, 21 d)",Craig Wilson,1B/OF,1015.0
836,Age: 41,Bats/Throws: R/R,"6' 0"" / 200","12/29/1977 (41 y, 4 m, 22 d)",Jack Wilson,SS,1017.0
837,Age: 49,Bats/Throws: R/R,"6' 3"" / 225","6/16/1969 (49 y, 11 m, 5 d)",Kevin Young,1B,1018.0
838,Age: 43,Bats/Throws: L/L,"6' 2"" / 195","7/26/1975 (43 y, 9 m, 25 d)",Kevin Barker,1B,1019.0
839,Age: 46,Bats/Throws: R/R,"6' 3"" / 175","2/23/1973 (46 y, 2 m, 28 d)",Jason Boyd,P,1020.0
840,Age: 38,Bats/Throws: L/R,"6' 1"" / 195","9/12/1980 (38 y, 8 m, 9 d)",Sean Burroughs,3B,1021.0
841,Age: 41,Bats/Throws: L/L,"6' 4"" / 200","3/20/1978 (41 y, 2 m, 1 d)",Mike Bynum,P,1022.0
842,Age: 43,Bats/Throws: R/R,"6' 1"" / 210","9/15/1975 (43 y, 8 m, 6 d)",Javier Cardona,C,1023.0
843,Age: 39,Bats/Throws: B/R,"5' 11"" / 190","5/23/1979 (39 y, 11 m, 28 d)",Cesar Crespo,2B/OF,1024.0
844,Age: 46,Bats/Throws: R/R,"6' 0"" / 200","11/6/1972 (46 y, 6 m, 15 d)",Deivi Cruz,SS,1025.0
845,Age: 45,Bats/Throws: R/R,"6' 7"" / 230","9/11/1973 (45 y, 8 m, 10 d)",Tom Davey,P,1026.0
846,Age: 42,Bats/Throws: L/R,"6' 2"" / 187","7/16/1976 (42 y, 10 m, 5 d)",Kory DeHaan,OF,1027.0
847,Age: 41,Bats/Throws: R/R,"6' 4"" / 220","9/4/1977 (41 y, 8 m, 17 d)",Matt DeWitt,P,1028.0
848,Age: 41,Bats/Throws: R/R,"6' 2"" / 216","11/23/1977 (41 y, 5 m, 28 d)",Adam Eaton,P,1029.0
849,Age: 49,Bats/Throws: L/L,"6' 2"" / 202","1/23/1970 (49 y, 3 m, 28 d)",Alan Embree,P,1030.0
850,Age: 44,Bats/Throws: R/R,"6' 2"" / 200","4/8/1975 (44 y, 1 m, 13 d)",Jeremy Fikac,P,1031.0
851,Age: 54,Bats/Throws: R/R,"6' 0"" / 195","3/2/1965 (54 y, 2 m, 19 d)",Ron Gant,OF,1032.0
852,Age: 45,Bats/Throws: R/R,"5' 11"" / 205","5/17/1974 (45 y, 4 d)",Wiki Gonzalez,C,1033.0
853,Age: 51,Bats/Throws: R/R,"6' 0"" / 221","10/13/1967 (51 y, 7 m, 8 d)",Trevor Hoffman,P,1035.0
854,Age: 53,Bats/Throws: R/R,"5' 9"" / 200","5/11/1966 (53 y, 10 d)",Trenidad Hubbard,OF,1036.0
855,Age: 49,Bats/Throws: L/R,"6' 2"" / 200","8/1/1969 (49 y, 9 m, 20 d)",Kevin Jarvis,P,1037.0
856,Age: 41,Bats/Throws: B/R,"6' 0"" / 190","12/21/1977 (41 y, 5 m)",D'Angelo Jimenez,2B,1038.0
857,Age: 49,Bats/Throws: R/R,"6' 4"" / 225","2/10/1970 (49 y, 3 m, 11 d)",Bobby Jones,P,1039.0
858,Age: 47,Bats/Throws: L/L,"6' 3"" / 220","6/12/1971 (47 y, 11 m, 9 d)",Ryan Klesko,1B/OF,1041.0
859,Age: 43,Bats/Throws: L/L,"6' 0"" / 220","12/2/1975 (43 y, 5 m, 19 d)",Mark Kotsay,OF,1042.0
860,Age: 55,Bats/Throws: L/R,"5' 11"" / 198","3/4/1964 (55 y, 2 m, 17 d)",Tom Lampkin,C,1043.0
861,Age: 51,Bats/Throws: L/L,"5' 11"" / 200","6/5/1967 (51 y, 11 m, 16 d)",Ray Lankford,OF,1044.0
862,Age: 43,Bats/Throws: R/R,"6' 0"" / 195","5/14/1976 (43 y, 7 d)",Brian Lawrence,P,1045.0
863,Age: 45,Bats/Throws: R/R,"6' 2"" / 200","6/4/1973 (45 y, 11 m, 17 d)",David Lundquist,P,1046.0
864,Age: 40,Bats/Throws: R/R,"6' 1"" / 188","6/7/1978 (40 y, 11 m, 14 d)",Donaldo Mendez,SS,1047.0
865,Age: 43,Bats/Throws: R/R,"6' 3"" / 215","6/26/1975 (43 y, 10 m, 25 d)",Jason Middlebrook,P,1048.0
866,Age: 48,Bats/Throws: R/R,"6' 3"" / 220","1/19/1971 (48 y, 4 m, 2 d)",Phil Nevin,1B/3B,1049.0
867,Age: 34,Bats/Throws: L/L,"6' 2"" / 205","7/20/1984 (34 y, 10 m, 1 d)",Daniel Dorn,1B/OF,1050.0
868,Age: 37,Bats/Throws: R/R,"6' 1"" / 180","5/31/1981 (37 y, 11 m, 21 d)",Jake Peavy,P,1051.0
869,Age: 54,Bats/Throws: R/R,"6' 2"" / 210","3/11/1965 (54 y, 2 m, 10 d)",Steve Reed,P,1053.0
870,Age: 40,Bats/Throws: R/R,"6' 2"" / 215","2/24/1979 (40 y, 2 m, 27 d)",Dennis Tankersley,P,1054.0
871,Age: 46,Bats/Throws: R/R,"6' 3"" / 195","9/16/1972 (46 y, 8 m, 5 d)",Brian Tollberg,P,1055.0
872,Age: 46,Bats/Throws: R/R,"6' 4"" / 220","4/7/1973 (46 y, 1 m, 14 d)",Brett Tomko,P,1056.0
873,Age: 47,Bats/Throws: R/R,"6' 2"" / 220","11/6/1971 (47 y, 6 m, 15 d)",Bubba Trammell,OF,1057.0
874,Age: 42,Bats/Throws: L/R,"5' 11"" / 170","8/21/1976 (42 y, 9 m)",Ramon Vazquez,3B/SS,1058.0
875,Age: 43,Bats/Throws: R/R,"5' 11"" / 195","12/17/1975 (43 y, 5 m, 4 d)",Brandon Villafuerte,P,1059.0
876,Age: 42,Bats/Throws: L/L,"6' 3"" / 215","9/20/1976 (42 y, 8 m, 1 d)",Kevin Walker,P,1060.0
877,Age: 51,Bats/Throws: R/R,"6' 2"" / 205","9/15/1967 (51 y, 8 m, 6 d)",Paul Abbott,P,1061.0
878,Age: 32,Bats/Throws: R/R,"6' 1"" / 200","12/6/1986 (32 y, 5 m, 15 d)",Ryan Tucker,P,1062.0
879,Age: 47,Bats/Throws: R/R,"6' 3"" / 265","7/15/1971 (47 y, 10 m, 6 d)",James Baldwin,P,1064.0
880,Age: 41,Bats/Throws: R/R,"5' 11"" / 190","11/27/1977 (41 y, 5 m, 24 d)",Willie Bloomquist,SS/OF,1066.0
881,Age: 50,Bats/Throws: R/R,"5' 10"" / 190","4/6/1969 (50 y, 1 m, 15 d)",Bret Boone,2B,1067.0
882,Age: 56,Bats/Throws: R/R,"6' 2"" / 200","5/14/1963 (56 y, 7 d)",Pat Borders,C,1068.0
883,Age: 46,Bats/Throws: R/R,"6' 2"" / 210","1/8/1973 (46 y, 4 m, 13 d)",Mike Cameron,OF,1070.0
884,Age: 49,Bats/Throws: R/R,"6' 1"" / 205","9/23/1969 (49 y, 7 m, 28 d)",Jeff Cirillo,3B,1073.0
885,Age: 42,Bats/Throws: B/R,"6' 4"" / 215","3/10/1977 (42 y, 2 m, 11 d)",Ben Davis,C,1074.0
886,Age: 46,Bats/Throws: R/R,"6' 3"" / 190","3/5/1973 (46 y, 2 m, 16 d)",Ryan Franklin,P,1076.0
887,Age: 42,Bats/Throws: R/R,"6' 4"" / 255","10/6/1976 (42 y, 7 m, 15 d)",Freddy Garcia,P,1077.0
888,Age: 46,Bats/Throws: R/R,"6' 0"" / 190","12/16/1972 (46 y, 5 m, 5 d)",Charles Gipson,OF,1078.0
889,Age: 43,Bats/Throws: B/R,"6' 1"" / 213","9/30/1975 (43 y, 7 m, 21 d)",Carlos Guillen,SS,1079.0
890,Age: 47,Bats/Throws: L/L,"6' 5"" / 215","2/22/1972 (47 y, 2 m, 29 d)",John Halama,P,1080.0
891,Age: 50,Bats/Throws: R/R,"5' 11"" / 175","8/1/1968 (50 y, 9 m, 20 d)",Shigetoshi Hasegawa,P,1082.0
892,Age: 42,Bats/Throws: R/R,"6' 4"" / 195","6/9/1976 (42 y, 11 m, 12 d)",Justin Kaye,P,1083.0
893,Age: 40,Bats/Throws: R/R,"6' 2"" / 190","1/26/1979 (40 y, 3 m, 25 d)",Kenny Kelly,OF,1084.0
894,Age: 42,Bats/Throws: B/R,"6' 3"" / 190","8/20/1976 (42 y, 9 m, 1 d)",Gene Kingsale,OF,1085.0
895,Age: 56,Bats/Throws: R/R,"5' 11"" / 210","1/2/1963 (56 y, 4 m, 19 d)",Edgar Martinez,3B/DH,1086.0
896,Age: 41,Bats/Throws: R/R,"6' 0"" / 222","8/2/1977 (41 y, 9 m, 19 d)",Julio Mateo,P,1087.0
897,Age: 54,Bats/Throws: B/R,"5' 11"" / 207","10/4/1964 (54 y, 7 m, 17 d)",Mark McLemore,2B,1088.0
898,Age: 40,Bats/Throws: R/R,"6' 3"" / 218","9/8/1978 (40 y, 8 m, 13 d)",Gil Meche,P,1089.0
899,Age: 56,Bats/Throws: L/L,"6' 0"" / 185","11/18/1962 (56 y, 6 m, 3 d)",Jamie Moyer,P,1091.0
900,Age: 52,Bats/Throws: R/R,"6' 8"" / 225","11/17/1966 (52 y, 6 m, 4 d)",Jeff Nelson,P,1092.0
901,Age: 50,Bats/Throws: L/L,"6' 5"" / 225","8/5/1968 (50 y, 9 m, 16 d)",John Olerud,1B,1093.0
902,Age: 40,Bats/Throws: R/R,"6' 0"" / 200","9/25/1978 (40 y, 7 m, 26 d)",Joel Pineiro,P,1094.0
903,Age: 43,Bats/Throws: L/L,"6' 0"" / 185","3/18/1976 (43 y, 2 m, 3 d)",Scott Podsednik,OF,1095.0
904,Age: 45,Bats/Throws: B/R,"5' 9"" / 185","9/16/1973 (45 y, 8 m, 5 d)",Desi Relaford,SS,1096.0
905,Age: 49,Bats/Throws: L/L,"6' 2"" / 220","10/24/1969 (49 y, 6 m, 27 d)",Arthur Rhodes,P,1097.0
906,Age: 51,Bats/Throws: R/R,"6' 4"" / 220","2/22/1968 (51 y, 2 m, 29 d)",Kazuhiro Sasaki,P,1098.0
907,Age: 53,Bats/Throws: B/R,"6' 1"" / 220","10/6/1965 (53 y, 7 m, 15 d)",Ruben Sierra,OF,1099.0
908,Age: 39,Bats/Throws: R/R,"6' 4"" / 230","12/19/1979 (39 y, 5 m, 2 d)",Rafael Soriano,P,1100.0
909,Age: 45,Bats/Throws: L/R,"5' 11"" / 175","10/22/1973 (45 y, 6 m, 29 d)",Ichiro Suzuki,OF,1101.0
910,Age: 50,Bats/Throws: R/R,"6' 3"" / 215","3/25/1969 (50 y, 1 m, 26 d)",Dan Wilson,C,1102.0
911,Age: 43,Bats/Throws: R/R,"6' 1"" / 230","1/21/1976 (43 y, 4 m)",Ron Wright,DH,1103.0
912,Age: 47,Bats/Throws: R/R,"6' 1"" / 199","9/2/1971 (47 y, 8 m, 19 d)",Rich Aurilia,SS,1106.0
913,Age: 47,Bats/Throws: R/R,"6' 1"" / 175","5/4/1972 (47 y, 17 d)",Manny Aybar,P,1107.0
914,Age: 46,Bats/Throws: R/R,"5' 10"" / 195","9/14/1972 (46 y, 8 m, 7 d)",David Bell,2B/3B,1108.0
915,Age: 54,Bats/Throws: L/L,"6' 2"" / 240","7/24/1964 (54 y, 9 m, 27 d)",Barry Bonds,OF,1109.0
916,Age: 46,Bats/Throws: L/L,"6' 1"" / 190","1/14/1973 (46 y, 4 m, 7 d)",Troy Brohawn,P,1110.0
917,Age: 49,Bats/Throws: R/L,"6' 5"" / 230","9/21/1969 (49 y, 8 m)",Jason Christiansen,P,1111.0
918,Age: 44,Bats/Throws: R/R,"6' 1"" / 210","4/27/1975 (44 y, 24 d)",Pedro Feliz,3B,1112.0
919,Age: 45,Bats/Throws: L/L,"6' 0"" / 210","9/4/1973 (45 y, 8 m, 17 d)",Aaron Fultz,P,1113.0
920,Age: 50,Bats/Throws: L/R,"6' 1"" / 175","7/27/1968 (50 y, 9 m, 24 d)",Tom Goodwin,OF,1114.0
921,Age: 42,Bats/Throws: L/R,"5' 11"" / 200","9/11/1976 (42 y, 8 m, 10 d)",Edwards Guzman,C/3B,1115.0
922,Age: 44,Bats/Throws: R/R,"6' 2"" / 245","2/20/1975 (44 y, 3 m, 1 d)",Livan Hernandez,P,1116.0
923,Age: 43,Bats/Throws: R/R,"6' 0"" / 250","9/17/1975 (43 y, 8 m, 4 d)",Ryan Jensen,P,1117.0
924,Age: 35,Bats/Throws: R/R,"6' 0"" / 180","7/5/1983 (35 y, 10 m, 16 d)",Marco Estrada,P,1118.0
925,Age: 51,Bats/Throws: R/R,"6' 2"" / 210","3/7/1968 (51 y, 2 m, 14 d)",Jeff Kent,2B,1119.0
926,Age: 46,Bats/Throws: R/R,"6' 0"" / 190","10/10/1972 (46 y, 7 m, 11 d)",Ramon Martinez,2B/SS,1120.0
927,Age: 44,Bats/Throws: R/R,"6' 4"" / 225","11/22/1974 (44 y, 5 m, 29 d)",Joe Nathan,P,1122.0
928,Age: 49,Bats/Throws: R/R,"6' 5"" / 222","11/28/1969 (49 y, 5 m, 23 d)",Robb Nen,P,1123.0
929,Age: 44,Bats/Throws: R/R,"6' 0"" / 177","6/5/1974 (44 y, 11 m, 16 d)",Russ Ortiz,P,1124.0
930,Age: 43,Bats/Throws: R/R,"6' 2"" / 200","2/17/1976 (43 y, 3 m, 4 d)",Cody Ransom,3B/SS,1126.0
931,Age: 46,Bats/Throws: R/R,"6' 1"" / 210","9/9/1972 (46 y, 8 m, 12 d)",Felix Rodriguez,P,1127.0
932,Age: 48,Bats/Throws: L/L,"6' 2"" / 210","12/1/1970 (48 y, 5 m, 20 d)",Kirk Rueter,P,1128.0
933,Age: 51,Bats/Throws: R/R,"6' 1"" / 200","12/1/1967 (51 y, 5 m, 20 d)",Reggie Sanders,OF,1129.0
934,Age: 54,Bats/Throws: R/R,"6' 1"" / 200","3/9/1965 (54 y, 2 m, 12 d)",Benito Santiago,C,1130.0
935,Age: 46,Bats/Throws: R/R,"6' 5"" / 220","1/29/1973 (46 y, 3 m, 22 d)",Jason Schmidt,P,1131.0
936,Age: 47,Bats/Throws: R/R,"6' 1"" / 185","1/28/1972 (47 y, 3 m, 23 d)",Tsuyoshi Shinjo,OF,1132.0
937,Age: 51,Bats/Throws: L/L,"6' 2"" / 210","2/26/1968 (51 y, 2 m, 25 d)",J.T. Snow,1B,1133.0
938,Age: 39,Bats/Throws: L/R,"6' 1"" / 220","10/25/1979 (39 y, 6 m, 26 d)",Tony Torcato,OF,1134.0
939,Age: 40,Bats/Throws: R/R,"5' 11"" / 200","7/19/1978 (40 y, 10 m, 2 d)",Yorvit Torrealba,C,1135.0
940,Age: 31,Bats/Throws: R/R,"6' 3"" / 200","5/20/1988 (31 y, 1 d)",Carlos Rivero,3B/DH,1136.0
941,Age: 37,Bats/Throws: R/R,"6' 3"" / 240","12/4/1981 (37 y, 5 m, 17 d)",Jerome Williams,P,1137.0
942,Age: 46,Bats/Throws: R/R,"6' 4"" / 249","8/28/1972 (46 y, 8 m, 23 d)",Jay Witasick,P,1138.0
943,Age: 51,Bats/Throws: R/R,"6' 4"" / 240","7/5/1967 (51 y, 10 m, 16 d)",Tim Worrell,P,1139.0
944,Age: 47,Bats/Throws: L/L,"6' 0"" / 210","4/27/1972 (47 y, 24 d)",Chad Zerbe,P,1140.0
945,Age: 34,Bats/Throws: R/R,"6' 5"" / 195","12/11/1984 (34 y, 5 m, 10 d)",Josh Butler,P,1141.0
946,Age: 39,Bats/Throws: L/L,"6' 1"" / 210","7/19/1979 (39 y, 10 m, 2 d)",Rick Ankiel,OF,1142.0
947,Age: 51,Bats/Throws: R/R,"6' 6"" / 245","8/20/1967 (51 y, 9 m, 1 d)",Andy Benes,P,1144.0
948,Age: 44,Bats/Throws: R/R,"6' 4"" / 176","5/6/1975 (44 y, 15 d)",Jim Chamblee,3B,1146.0
949,Age: 46,Bats/Throws: R/R,"6' 1"" / 190","6/5/1972 (46 y, 11 m, 16 d)",Mike Coolbaugh,3B,1147.0
950,Age: 42,Bats/Throws: R/R,"6' 0"" / 205","1/3/1977 (42 y, 4 m, 18 d)",Mike Crudale,P,1148.0
951,Age: 34,Bats/Throws: R/R,"6' 5"" / 250","11/23/1984 (34 y, 5 m, 28 d)",Robert Coello,P,1149.0
952,Age: 46,Bats/Throws: B/R,"5' 11"" / 160","7/15/1972 (46 y, 10 m, 6 d)",Wilson Delgado,2B/SS,1150.0
953,Age: 49,Bats/Throws: R/R,"6' 2"" / 223","5/28/1969 (49 y, 11 m, 23 d)",Mike DiFelice,C,1151.0
954,Age: 43,Bats/Throws: L/R,"6' 1"" / 200","11/20/1975 (43 y, 6 m, 1 d)",J.D. Drew,OF,1152.0
955,Age: 48,Bats/Throws: L/L,"6' 1"" / 212","6/27/1970 (48 y, 10 m, 24 d)",Jim Edmonds,OF,1153.0
956,Age: 44,Bats/Throws: R/R,"6' 4"" / 195","10/6/1974 (44 y, 7 m, 15 d)",Luther Hackman,P,1155.0
957,Age: 32,Bats/Throws: R/R,"6' 3"" / 250","7/3/1986 (32 y, 10 m, 18 d)",Tommy Hunter,P,1157.0
958,Age: 46,Bats/Throws: R/R,"6' 3"" / 235","9/7/1972 (46 y, 8 m, 14 d)",Jason Isringhausen,P,1158.0
959,Age: 33,Bats/Throws: B/R,"6' 1"" / 200","12/24/1985 (33 y, 4 m, 27 d)",Andrew Romine,3B/SS,1159.0
960,Age: 42,Bats/Throws: R/R,"6' 4"" / 200","8/1/1976 (42 y, 9 m, 20 d)",Kevin Joseph,P,1160.0
961,Age: 41,Bats/Throws: R/R,"6' 4"" / 210","12/29/1977 (41 y, 4 m, 22 d)",Jimmy Journell,P,1161.0
962,Age: 43,Bats/Throws: R/R,"6' 2"" / 190","5/15/1976 (43 y, 6 d)",Jason Karnuth,P,1162.0
963,Age: 50,Bats/Throws: R/R,"6' 5"" / 212","12/2/1968 (50 y, 5 m, 19 d)",Darryl Kile,P,1163.0
964,Age: 46,Bats/Throws: R/L,"6' 1"" / 210","8/22/1972 (46 y, 8 m, 29 d)",Steve Kline,P,1164.0
965,Age: 33,Bats/Throws: R/R,"5' 11"" / 205","8/14/1985 (33 y, 9 m, 7 d)",Chris Valaika,2B,1165.0
966,Age: 45,Bats/Throws: R/R,"6' 1"" / 180","11/17/1973 (45 y, 6 m, 4 d)",Eli Marrero,C/OF,1166.0
967,Age: 51,Bats/Throws: L/L,"6' 2"" / 214","11/24/1967 (51 y, 5 m, 27 d)",Al Martin,OF,1167.0
968,Age: 51,Bats/Throws: L/R,"6' 2"" / 230","12/7/1967 (51 y, 5 m, 14 d)",Tino Martinez,1B,1168.0
969,Age: 48,Bats/Throws: R/R,"6' 3"" / 225","9/22/1970 (48 y, 7 m, 29 d)",Mike Matheny,C,1169.0
970,Age: 45,Bats/Throws: L/L,"6' 2"" / 205","10/24/1973 (45 y, 6 m, 27 d)",Mike Matthews,P,1170.0
971,Age: 44,Bats/Throws: R/R,"6' 5"" / 225","8/9/1974 (44 y, 9 m, 12 d)",Matt Morris,P,1172.0
972,Age: 41,Bats/Throws: R/R,"6' 3"" / 220","8/20/1977 (41 y, 9 m, 1 d)",Josh Pearce,P,1175.0
973,Age: 43,Bats/Throws: R/R,"5' 9"" / 190","10/10/1975 (43 y, 7 m, 11 d)",Placido Polanco,2B/3B,1176.0
974,Age: 39,Bats/Throws: R/R,"6' 3"" / 240","1/16/1980 (39 y, 4 m, 5 d)",Albert Pujols,1B,1177.0
975,Age: 42,Bats/Throws: R/R,"6' 1"" / 200","8/7/1976 (42 y, 9 m, 14 d)",Edgar Renteria,SS,1178.0
976,Age: 45,Bats/Throws: L/L,"6' 0"" / 175","10/3/1973 (45 y, 7 m, 18 d)",Kerry Robinson,OF,1179.0
977,Age: 44,Bats/Throws: L/L,"6' 1"" / 200","12/18/1974 (44 y, 5 m, 3 d)",Joe Rodriguez,P,1180.0
978,Age: 45,Bats/Throws: R/R,"6' 2"" / 190","11/13/1973 (45 y, 6 m, 8 d)",Jason Simontacchi,P,1181.0
979,Age: 39,Bats/Throws: L/L,"6' 0"" / 170","10/23/1979 (39 y, 6 m, 28 d)",Bud Smith,P,1182.0
980,Age: 45,Bats/Throws: R/R,"6' 5"" / 210","8/12/1973 (45 y, 9 m, 9 d)",Gene Stechschulte,P,1184.0
981,Age: 47,Bats/Throws: R/R,"6' 5"" / 208","1/2/1972 (47 y, 4 m, 19 d)",Garrett Stephenson,P,1185.0
982,Age: 49,Bats/Throws: R/R,"5' 10"" / 169","7/2/1969 (49 y, 10 m, 19 d)",So Taguchi,OF,1186.0
983,Age: 53,Bats/Throws: R/R,"6' 4"" / 210","3/10/1966 (53 y, 2 m, 11 d)",Mike Timlin,P,1187.0
984,Age: 52,Bats/Throws: R/R,"6' 2"" / 220","10/19/1966 (52 y, 7 m, 2 d)",Dave Veres,P,1188.0
985,Age: 50,Bats/Throws: L/R,"5' 9"" / 180","4/16/1969 (50 y, 1 m, 5 d)",Fernando Vina,2B,1189.0
986,Age: 52,Bats/Throws: R/R,"6' 0"" / 200","8/19/1966 (52 y, 9 m, 2 d)",Woody Williams,P,1190.0
987,Age: 34,Bats/Throws: R/R,"6' 3"" / 220","10/1/1984 (34 y, 7 m, 20 d)",Chris Johnson,3B,1191.0
988,Age: 41,Bats/Throws: R/R,"6' 0"" / 185","9/23/1977 (41 y, 7 m, 28 d)",Brent Abernathy,2B,1192.0
989,Age: 49,Bats/Throws: L/L,"6' 1"" / 255","3/24/1970 (49 y, 1 m, 27 d)",Wilson Alvarez,P,1193.0
990,Age: 41,Bats/Throws: L/L,"6' 5"" / 190","5/16/1978 (41 y, 5 d)",Nick Bierbrodt,P,1194.0
991,Age: 38,Bats/Throws: R/R,"6' 4"" / 215","6/16/1980 (38 y, 11 m, 5 d)",Dewon Brazelton,P,1195.0
992,Age: 44,Bats/Throws: R/R,"6' 2"" / 210","12/29/1974 (44 y, 4 m, 22 d)",Emil Brown,OF,1197.0
993,Age: 41,Bats/Throws: R/R,"6' 2"" / 240","12/23/1977 (41 y, 4 m, 28 d)",Jesus Colome,P,1198.0
994,Age: 44,Bats/Throws: L/R,"5' 11"" / 180","1/27/1975 (44 y, 3 m, 24 d)",Jason Conti,OF,1199.0
995,Age: 44,Bats/Throws: L/L,"6' 4"" / 228","10/31/1974 (44 y, 6 m, 21 d)",Steve Cox,1B,1200.0
996,Age: 37,Bats/Throws: L/L,"6' 2"" / 225","8/5/1981 (37 y, 9 m, 16 d)",Carl Crawford,OF,1201.0
997,Age: 50,Bats/Throws: L/L,"6' 0"" / 225","3/1/1969 (50 y, 2 m, 20 d)",Doug Creek,P,1202.0
998,Age: 41,Bats/Throws: R/R,"6' 2"" / 216","11/1/1977 (41 y, 6 m, 20 d)",Luis de los Santos,P,1203.0
999,Age: 40,Bats/Throws: R/R,"6' 0"" / 190","3/12/1979 (40 y, 2 m, 9 d)",Felix Escalona,2B/SS,1204.0
1000,Age: 47,Bats/Throws: R/R,"6' 2"" / 225","8/10/1971 (47 y, 9 m, 11 d)",Sal Fasano,C,1205.0
1001,Age: 51,Bats/Throws: R/R,"6' 1"" / 200","10/21/1967 (51 y, 7 m)",John Flaherty,C,1206.0
1002,Age: 43,Bats/Throws: R/R,"5' 9"" / 180","3/8/1976 (43 y, 2 m, 13 d)",Ryan Freel,OF,1207.0
1003,Age: 47,Bats/Throws: R/R,"6' 1"" / 190","6/16/1971 (47 y, 11 m, 5 d)",Chris Gomez,SS,1208.0
1004,Age: 43,Bats/Throws: L/R,"6' 4"" / 215","5/4/1976 (43 y, 17 d)",Ben Grieve,OF,1209.0
1005,Age: 43,Bats/Throws: R/R,"6' 2"" / 255","10/21/1975 (43 y, 7 m)",Toby Hall,C,1210.0
1006,Age: 43,Bats/Throws: L/R,"6' 4"" / 190",5/21/1976 (43 y),Travis Harper,P,1211.0
1007,Age: 43,Bats/Throws: R/R,"6' 1"" / 218","4/14/1976 (43 y, 1 m, 7 d)",Paul Hoover,C,1212.0
1008,Age: 42,Bats/Throws: L/R,"6' 4"" / 225","12/20/1976 (42 y, 5 m, 1 d)",Aubrey Huff,1B,1213.0
1009,Age: 41,Bats/Throws: R/R,"6' 4"" / 228","1/3/1978 (41 y, 4 m, 18 d)",Delvin James,P,1215.0
1010,Age: 46,Bats/Throws: R/R,"5' 10"" / 180","2/22/1973 (46 y, 2 m, 29 d)",Russ Johnson,2B/3B,1216.0
1011,Age: 39,Bats/Throws: R/L,"6' 4"" / 252","5/24/1979 (39 y, 11 m, 27 d)",Joe Kennedy,P,1217.0
